,csv_confirmed,csv_death,csv_recovered,date,confirmed_BA,obitos_BA,death/conf,recov/conf,obit/confBA,confBA/conf,recov/confBA,recovBA
105,126611,8588,51370,2020-05-06,4301,160,0.06782980941624346,0.40573093964979345,0.0372006510113927,0.033970192163398125,0.4809342932881939,2068
106,135773,9190,55350,2020-05-07,4528,165,0.06768650615365353,0.4076657361920264,0.03643992932862191,0.03334978235731699,0.44623775912897123,2020
107,146894,10017,59297,2020-05-08,4818,183,0.06819202962680572,0.40367203561752013,0.03798256537982565,0.03279916129998502,0.4991147183578566,2404
108,156061,10656,61685,2020-05-09,5174,196,0.06828099268875631,0.39526210904710335,0.03788171627367607,0.03315370271880867,0.4954722566007663,2563
109,162699,11123,64957,2020-05-10,5558,202,0.06836550931474686,0.39924646125667645,0.03634400863620007,0.034161242539904976,0.43406817491084326,2412
110,169594,11653,67384,2020-05-11,5808,214,0.06871115723433611,0.39732537707701926,0.03684573002754821,0.03424649456938335,0.44947819458230054,2610
111,178214,12461,72597,2020-05-12,6204,225,0.06992155498445689,0.4073585689115333,0.0362669245647969,0.034812079859045865,0.4036457290456401,2504
112,190137,13240,78424,2020-05-13,6547,236,0.06963400074682992,0.4124604890158149,0.036047044447838704,0.03443306668349664,0.39719781856351966,2600
113,203165,13999,79479,2020-05-14,6955,262,0.06890458494327271,0.3912041936357148,0.03767074047447879,0.03423325868136736,0.48136402858022476,3347
114,220291,14962,84970,2020-05-15,8128,281,0.06791925226178101,0.38571707423362733,0.03457185039370079,0.03689665033977784,0.3858005229548864,3135
115,233511,15662,89672,2020-05-16,8314,286,0.06707178676807517,0.3840161705444283,0.034399807553524175,0.03560431842611269,0.3862586178786922,3211
116,241080,16118,94122,2020-05-17,8443,295,0.06685747469719595,0.39041811846689894,0.03494018713727348,0.03502156960345114,0.4099517547968736,3461
117,255368,16853,100459,2020-05-18,8881,312,0.06599495629836158,0.39338914820964255,0.035131178921292645,0.034777262617085934,0.43411533179164197,3855
118,271885,17983,106794,2020-05-19,11013,326,0.06614193500928701,0.39279106975375616,0.029601380187051666,0.0405060963274914,0.2317460921448098,2552
119,291579,18859,116683,2020-05-20,11197,362,0.06467886919153985,0.4001762815566279,0.03233008841654014,0.03840125660627137,0.36523034012936906,4089
120,310087,20047,125960,2020-05-21,11941,376,0.0646495983385308,0.4062085801726612,0.031488150071183316,0.03850854760115709,0.3299358026122552,3939
121,330890,21048,135430,2020-05-22,12557,399,0.06361026322947202,0.4092900964066608,0.03177510551883412,0.03794916739702016,0.35960888073833264,4515
122,347398,22013,142587,2020-05-23,13000,413,0.06336536191918203,0.41044277744834456,0.03176923076923077,0.03742105596462847,0.36053117791996137,4686
123,363211,22666,149911,2020-05-24,13899,460,0.06240449766113912,0.41273805033437866,0.03309590618030074,0.03826701283826756,0.4440581983041909,6171
124,374898,23473,153833,2020-05-25,14204,477,0.06261169704826379,0.41033294389407254,0.033582089552238806,0.03788763877107907,0.45825531014260745,6509
125,391222,24512,158593,2020-05-26,14566,495,0.06265496316669308,0.4053785318821539,0.03398324866126596,0.03723205750187873,0.4700976045349987,6847
126,411821,25598,166647,2020-05-27,15070,531,0.06215807353194713,0.4046588202155791,0.035235567352355675,0.03659356856498333,0.5301649969051963,7989
127,438238,26754,177604,2020-05-28,15963,570,0.06104901902619125,0.4052683701550299,0.035707573764330015,0.03642541267530429,0.5721535138035421,9133
128,465166,27878,189476,2020-05-29,16917,609,0.05993129334474145,0.40732985643834674,0.035999290654371345,0.036367662296900465,0.6072661917085755,10273
129,498440,28834,200892,2020-05-30,17626,638,0.05784848728031458,0.40304148944707485,0.03619652785657551,0.035362330471069736,0.6511126448991316,11476
130,514849,29314,206555,2020-05-31,18392,667,0.056937082523225255,0.4011953019234766,0.03626576772509787,0.03572309550955717,0.6753520935586945,12421
131,526447,29937,211080,2020-06-01,18898,701,0.056866123275467424,0.4009520426557659,0.03709387236744629,0.03589725081537173,0.7141284080408234,13495
132,555383,31199,223638,2020-06-02,21430,736,0.05617564815631735,0.4026734703799,0.034344377041530566,0.03858598480688102,0.6279441490752893,13456
133,584016,32548,238617,2020-06-03,22451,762,0.055731349826032166,0.4085795594641243,0.03394058171128235,0.038442439933152515,0.6183917021752023,13883
134,614941,34021,254963,2020-06-04,23463,790,0.05532400669332505,0.4146137596940194,0.03367003367003367,0.03815487989904723,0.612845355162233,14379
135,645771,35026,266940,2020-06-05,26419,819,0.05423904139393067,0.4133663481326972,0.031000416367008593,0.040910787260499466,0.5386823682492983,14231
136,672846,35930,277149,2020-06-06,27396,846,0.053400035074890835,0.41190554748040414,0.03088042049934297,0.04071659785448676,0.549184141120596,15045
137,691758,36455,283952,2020-06-07,28250,879,0.05269906528005459,0.41047880906328515,0.03111504424778761,0.0408379809124,0.5745962528472122,16232
138,707412,37134,378257,2020-06-08,28715,910,0.05249274821461892,0.534705376781847,0.03169075396134424,0.04059162128999791,0.60210002820892,17289
139,739503,38406,396737,2020-06-09,30481,937,0.05193488058871972,0.5364914003053403,0.030740461270955678,0.0412182235907089,0.5766404151512337,17576
140,772416,39680,413916,2020-06-10,32685,975,0.05137128179633772,0.5358718617946806,0.029830197338228545,0.04231528088491176,0.5564469113044372,18187
141,802828,40919,429965,2020-06-11,33891,1013,0.05096857608354467,0.5355630346724329,0.029889941282346344,0.042214521665911005,0.5665433660673467,19200
142,828810,41828,445123,2020-06-12,34665,1039,0.05046753779515208,0.537062776752211,0.029972594836290205,0.04182502624244398,0.5775554925408302,20020
143,850514,42720,459436,2020-06-13,35788,1069,0.05022845009018076,0.5401862873509431,0.02987034760254834,0.04207808454652128,0.5798167588546823,20750
144,867624,43332,469141,2020-06-14,36401,1105,0.04994329340820448,0.5407192516574,0.03035630889261284,0.04195480991766019,0.6059127667140316,22055
145,888271,43959,477709,2020-06-15,37620,1145,0.04948827553753303,0.5377964607647892,0.030435938330675174,0.042351939892217576,0.6215478818291544,23382
146,923189,45241,490005,2020-06-16,39206,1181,0.04900513329339929,0.530774305153116,0.03012294036627047,0.042468010342410926,0.618622581765581,24253
147,955377,46510,521046,2020-06-17,40926,1222,0.0486823526210072,0.5453826081222387,0.02985876948639007,0.04283753952628125,0.6163838610447138,25226
148,978142,47748,534580,2020-06-18,41577,1263,0.048814998231340646,0.546525964532757,0.030377372104769464,0.04250609829656635,0.6338624195423651,26354
149,1032913,48954,551631,2020-06-19,43922,1305,0.04739411741356726,0.5340536908723194,0.02971176175948272,0.04252245832901706,0.6340079364034867,27846
150,1067579,49976,576779,2020-06-20,45304,1350,0.046812460717192826,0.5402682143429198,0.029798693272117253,0.042436203784450614,0.6490479331050053,29404
151,1083341,50591,588118,2020-06-21,46279,1391,0.046699054129770774,0.5428743119664077,0.03005682923140085,0.042718774605595096,0.6646520431836406,30759
152,1106470,51271,601736,2020-06-22,47086,1441,0.046337451535061955,0.5438339945954251,0.030603576434609012,0.04255515287355283,0.6946645208268802,32708
153,1145906,52645,627963,2020-06-23,49084,1491,0.045941813726431316,0.5480056828396046,0.03037649743297205,0.042834228985623606,0.6948743094835574,34107
154,1188631,53830,660469,2020-06-24,51931,1541,0.04528739364865968,0.5556552033389672,0.029673990487377483,0.043689757376343036,0.6838354947150994,35512
155,1228114,54971,679524,2020-06-25,54291,1601,0.04476050268948974,0.5533069405608926,0.029489233943010812,0.04420680816276013,0.6902916705745398,37476
156,1274974,55961,702399,2020-06-26,56422,1642,0.04389187544216588,0.5509124107628861,0.029102123285243343,0.044253451442931385,0.6915081054572325,39016
157,1313667,57070,727715,2020-06-27,65244,1697,0.04344327748204073,0.5539569769203306,0.02601005456440439,0.0496655545126733,0.6051791323622289,39484
158,1344143,57622,746018,2020-06-28,68495,1748,0.04286895069944195,0.5550138638522836,0.025520110957004162,0.050958119783386144,0.6049262559450984,41434
159,1368195,58314,757811,2020-06-29,69467,1800,0.04262111760385033,0.5538764576686803,0.02591158391754358,0.05077273341884746,0.6256951702651159,43465
160,1402041,59594,788318,2020-06-30,73307,1853,0.042505176382145744,0.5622645842739263,0.02527725865197048,0.052285917458904554,0.6113902264736834,44819
161,1448753,60632,817642,2020-07-01,76485,1902,0.04185116441519017,0.5643763981851979,0.0248676211021769,0.05279367842551491,0.6105808926017785,46700
162,1496858,61884,957692,2020-07-02,79349,1947,0.04134259896396318,0.6398015042175009,0.02453717123089138,0.05301037239337332,0.6081431165262665,48255
163,1539081,63174,984615,2020-07-03,82314,2001,0.0410465725975436,0.6397421578201538,0.024309351993585537,0.05348256524510406,0.6076844571630278,50020
164,1577004,64265,990731,2020-07-04,85485,2050,0.04075132339550185,0.6282361997813576,0.023980815347721823,0.05420721824421498,0.6046509738797454,51688
165,1603055,64867,1029045,2020-07-05,87048,2107,0.04046461287978267,0.6419274447851134,0.024205036301810496,0.05430131842014154,0.6209527316534648,54052
166,1623284,65487,1062542,2020-07-06,88279,2168,0.040342293769913336,0.6545632187590095,0.024558502021998437,0.05438296687455799,0.6394362428481949,56448
167,1668589,66741,1107012,2020-07-07,91954,2216,0.03999846576958137,0.6634419860133323,0.024099006024751506,0.05510883746686572,0.6316999436647591,58087
168,1713160,67964,1139844,2020-07-08,95536,2277,0.03967171776132994,0.665345910481216,0.02383394741249372,0.05576595297578743,0.6315854597280658,60339
169,1755779,69184,1171447,2020-07-09,98319,2328,0.03940359236555398,0.6671950171405399,0.023678027644707535,0.05599736641114855,0.6319454244879124,62132
170,1800827,70398,1217361,2020-07-10,101186,2383,0.039092039379685,0.6760010817252295,0.02355068883047062,0.056188628891059494,0.634146372556459,64166
171,1839850,71469,1244088,2020-07-11,104188,2436,0.03884501453922874,0.6761899067858793,0.023380811609782316,0.056628529499687476,0.6349768142564741,66156
172,1864681,72100,1264843,2020-07-12,105763,2483,0.03866613109695439,0.6783160229551328,0.023477019373504913,0.05671908492659066,0.6434755602905502,68055
173,1884967,72833,1291251,2020-07-13,106891,2535,0.03863887272297075,0.6850257855973075,0.02371574781787054,0.056707093545934756,0.6543427613753418,69943
174,1926824,74133,1323425,2020-07-14,110029,2584,0.038474193802859005,0.6868427007344728,0.023484717665342773,0.05710381435979622,0.6505155977738037,71575
175,1966748,75366,1350098,2020-07-15,112993,2638,0.03832011015137679,0.6864621191937147,0.02334657899161895,0.057451691828337946,0.6501641866034207,73464
176,2012151,76688,1397531,2020-07-16,116373,2693,0.038112447823249844,0.6945457870706523,0.02314110661407715,0.05783512271196346,0.6482317178855649,75436
177,2046328,77851,1428520,2020-07-17,118657,2738,0.038044243151635515,0.6980894558448109,0.023074913405867332,0.057985327865327556,0.6478289979499281,76869
178,2074860,78772,1447408,2020-07-18,120238,2793,0.0379649711305823,0.6975930906181622,0.02322892929024102,0.057949933971448674,0.655899488038671,78864
179,2098389,79488,1459072,2020-07-19,122169,2840,0.0378804883174664,0.6953296076180346,0.02324648642454305,0.05822037763255526,0.6603471996007405,80673
180,2118646,80120,1514300,2020-07-20,123292,2891,0.03781660551125578,0.7147489481489593,0.023448398922882262,0.05819377092728092,0.6702530752449695,82636
181,2159654,81487,1555339,2020-07-21,126844,2936,0.0377315069913977,0.7201797139727012,0.023146542209327995,0.058733482307814125,0.6627511819555152,84066
182,2227514,82771,1591975,2020-07-22,133245,2988,0.03715846454837096,0.7146868661655998,0.02242485646740966,0.05981780585890818,0.6508715058869518,86725
183,2287475,84082,1620313,2020-07-23,138358,3044,0.036757560191914666,0.7083412933474683,0.022000896225733244,0.06048503262330736,0.6454239477514644,89299
184,2343366,85238,1693214,2020-07-24,142767,3096,0.036374172877817634,0.7225563569668588,0.021685683666393493,0.06092390177206634,0.6427018441661063,91756
185,2394513,86449,1785359,2020-07-25,146399,3140,0.036102957052227325,0.7456042209835569,0.021448233936024155,0.061139363202454944,0.6394585620621921,93616
186,2419091,87004,1812913,2020-07-26,148179,3182,0.03596557549922678,0.7494190999842503,0.02147402803366199,0.06125399995287486,0.6442173774487271,95459
187,2442375,87618,1846641,2020-07-27,149109,3227,0.03587409795793029,0.7560841394134807,0.021641886136987035,0.061050821434054964,0.6519253742708896,97207
188,2483191,88539,1868749,2020-07-28,153313,3270,0.03565533219152292,0.7525595091154889,0.021328915356166794,0.06174031719670376,0.6477534206115085,99309
189,2552265,90134,1922802,2020-07-29,157334,3321,0.03531529837223016,0.753370829439733,0.021107961406943192,0.061644852709260206,0.6443831030667593,101383
190,2610102,91263,1956807,2020-07-30,161630,3391,0.03496530020665859,0.7497051839353405,0.020980016086122627,0.06192478301614266,0.6479846222594731,104733
191,2662485,92475,2008854,2020-07-31,166154,3463,0.0347325900427608,0.7545034056529896,0.020842110331379324,0.06240560979686271,0.6502114633313687,108035
192,2707877,93563,2037982,2020-08-01,168926,3517,0.03455216023475217,0.75261247095049,0.020819767235357493,0.062383188010386,0.6527606769608497,110268
193,2733677,94104,2062876,2020-08-02,170476,3572,0.03442396449909774,0.7546158525678052,0.020953096036978813,0.06236142748393464,0.6610279686748207,112689
194,2750318,94665,2098976,2020-08-03,171391,3624,0.03441965619975581,0.763175749131555,0.02114463419899528,0.062316793912558475,0.6691349131702089,114683
195,2801921,95819,2157484,2020-08-04,175389,3678,0.03419760942581893,0.7700017238173382,0.02097052836836974,0.06259598325577345,0.6681076841490349,117178
196,2859073,97256,2190361,2020-08-05,179737,3736,0.03401662007231015,0.7661088051966494,0.020785926103139587,0.06286548122415903,0.665714693895882,119653
197,2912212,98493,2230542,2020-08-06,183690,3789,0.03382068338431406,0.7659270684963869,0.020627143557079862,0.06307576508853065,0.6643228175645898,122029
198,2962442,99572,2272299,2020-08-07,187892,3843,0.03361145973490789,0.7670357765654147,0.02045323909479914,0.06342470164816728,0.6635474027324045,124675
199,3012412,100477,2321537,2020-08-08,191401,3899,0.03335433532996151,0.7706572009406416,0.020370844457447974,0.06353745769171017,0.6660259762754127,127478
200,3035422,101049,2356983,2020-08-09,193029,3953,0.03328993464500159,0.7764926919551878,0.020478788161364354,0.06359214633088908,0.6724383091758738,129800
201,3057470,101752,2390830,2020-08-10,194097,4011,0.033279803236008855,0.7819635188570943,0.020664925269324102,0.0634828796357773,0.679961048527167,131978
202,3109630,103026,2449338,2020-08-11,198767,4067,0.03313127285239723,0.7876621977534305,0.020461142946263715,0.06391982325871566,0.6772820136665081,134621
203,3164785,104201,2506228,2020-08-12,203020,4104,0.032925143414165574,0.7919109828945726,0.0202147571667816,0.06414969737280732,0.6724247164917312,136515
204,3224876,105463,2521100,2020-08-13,206955,4202,0.03270296284260232,0.7817664927271623,0.020303930806213913,0.06417456051023357,0.681025738572527,140941
205,3275520,106523,2616981,2020-08-14,210993,4271,0.0325209432395467,0.7989513115474794,0.0202423777092131,0.06441511576787808,0.6838034339382432,144277
206,3317096,107232,2622878,2020-08-15,214379,4338,0.032327071631330535,0.7907151315488005,0.02023519094687446,0.06462851843902015,0.6889944226538641,147705
207,3340197,107852,2655017,2020-08-16,216030,4406,0.032289113486420114,0.7948683865053469,0.020395315465444614,0.06467582600666967,0.6970859616854984,150591
208,3359570,108536,2699080,2020-08-17,217115,4475,0.0323065154171516,0.8034004351747396,0.02061119683117242,0.06462583009135098,0.7057709538356882,153233
209,3407354,109888,2751246,2020-08-18,221041,4542,0.03225024461796456,0.8074435471042927,0.02054822408512448,0.06487174505496053,0.705957645861251,156045
210,3456652,111100,2801931,2020-08-19,224659,4611,0.03214092711675922,0.8105909996146561,0.02052443926128043,0.06499323622973907,0.7080336593448671,159066
211,3501975,112304,2844318,2020-08-20,228596,4685,0.03206876119903768,0.8122039706165807,0.020494671822779052,0.06527630836884901,0.7102601318153791,162362
212,3532330,113358,2855558,2020-08-21,229743,4757,0.03209156562382337,0.8084063493501457,0.020705745115193935,0.0650400726998893,0.7172771727965986,164789
213,3582362,114250,2913966,2020-08-22,234204,4832,0.03189236598646368,0.8134203076071039,0.02063158613858004,0.06537697753605023,0.7205541741920282,168756
214,3605783,114744,2947784,2020-08-23,236050,4905,0.0318222144815703,0.8175156408469395,0.02077949586951917,0.06546428334705666,0.7290607104442252,172094
215,3622861,115309,2976256,2020-08-24,237208,4981,0.031828160119861074,0.8215208919138769,0.020998448618933595,0.06547532461223327,0.7385552823542374,175191
